#### EXPORT DONNEES METEO POUR "Toulouse (Haute-Garonne) (Midi-Toulousain)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE https://www.historique-meteo.net - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/assets/docs/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2025-04-14,19,11,22,11,17,17,3.2,97,6.75,1011,96.75,19,13,11,122,122,119,0,3,1,,20:36:00,07:13:00,12,122,13,122,19,122,14,356,12,122
2025-04-15,12,11,18,11,11,9,1.2,92,8.75,1008,94.75,12,11,8,122,176,176,0,2,1,,20:38:00,07:12:00,12,122,11,176,12,176,8,299,12,119
2025-04-16,13,7,12,7,11,13,4.9,94,8.625,1014,71.75,13,7,6,305,176,113,0,2,5,,20:39:00,07:10:00,7,299,8,305,13,176,10,113,7,305
2025-04-17,13,5,25,5,13,11,0.2,94,10,1017,59.125,13,7,1,116,176,119,0,3,6,,20:40:00,07:08:00,6,116,9,119,13,176,10,113,7,116
2025-04-18,20,6,20,6,18,18,0,87,10,1017,20.25,20,9,3,113,113,113,0,4,13,,20:41:00,07:07:00,6,113,10,113,20,113,12,119,7,113
2025-04-19,16,11,30,11,16,8,2.6,94,9,1006,77,16,12,10,176,176,356,0,4,1,,20:42:00,07:05:00,11,119,14,176,13,122,8,176,10,116
2025-04-20,17,5,14,5,14,13,1.7,89,10,1013,50.75,17,8,2,113,176,119,0,2,10,,20:44:00,07:03:00,4,113,9,113,17,116,9,356,5,119
2025-04-21,16,10,18,10,16,16,0.7,92,9,1019,70,16,9,7,122,116,119,0,3,11,,20:45:00,07:02:00,9,122,12,116,16,119,12,119,8,299
2025-04-22,15,9,18,9,15,13,0,94,10,1023,63.375,15,9,8,122,122,119,0,4,7,,20:46:00,07:00:00,10,116,11,119,15,113,11,116,11,116
2025-04-23,15,6,21,6,13,14,0.2,95,9,1024,62.25,15,10,4,116,116,176,0,3,9,,20:47:00,06:59:00,8,116,11,119,15,122,13,176,9,122
2025-04-24,18,11,21,11,15,18,1.4,90,10,1023,62.625,18,11,9,176,119,116,0,3,11,,20:48:00,06:57:00,12,299,13,176,17,113,13,113,12,176
2025-04-25,20,8,9,8,18,19,0,87,10,1020,15.875,20,11,8,113,113,113,0,3,14,,20:50:00,06:55:00,11,113,13,113,20,113,15,113,13,122
2025-04-26,14,12,22,12,12,14,5.6,96,8.875,1021,78.75,14,12,10,122,299,356,0,4,1,,20:51:00,06:54:00,12,119,12,176,14,176,11,176,12,113
2025-04-27,18,11,18,11,14,17,3.7,96,9.875,1024,89.125,18,12,8,122,176,119,0,3,2,,20:52:00,06:52:00,10,122,12,122,18,119,13,356,11,176
2025-04-28,22,10,12,10,19,20,2.3,93,10,1024,22,24,11,10,113,113,356,0,4,11,,20:53:00,06:51:00,11,113,14,113,22,113,16,113,11,116
2025-04-29,22,12,29,12,21,21,0,86,10,1020,15.875,24,11,10,113,113,113,0,4,14,,20:54:00,06:49:00,13,113,17,113,22,113,16,113,14,119
2025-04-30,22,12,32,12,21,19,0,79,10,1018,25.375,24,12,9,113,122,113,0,5,10,,20:56:00,06:48:00,12,113,17,113,22,119,15,113,14,113
