#### EXPORT DONNEES METEO POUR "Toulouse (Haute-Garonne) (Midi-Toulousain)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE https://www.historique-meteo.net - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/assets/docs/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2025-01-11,12,9,27,12,11,9,3.9,93,9.75,1030,94.75,12,11,6,353,122,176,0,3,1,,17:39:00,08:26:00,12,296,11,176,9,122,7,176,12,296
2025-01-12,5,0,23,1,3,3,0,86,10,1035,10.375,5,1,-5,113,116,113,0,2,9,,17:40:00,08:26:00,2,113,0,113,5,116,2,113,4,113
2025-01-13,5,-1,16,-1,3,1,0,89,10,1036,4,5,0,-6,113,113,113,0,2,9,,17:41:00,08:25:00,-1,113,-1,113,5,113,0,113,0,113
2025-01-14,6,-1,12,-1,3,1,0,75,10,1035,4.625,6,0,-3,113,113,113,0,2,9,,17:42:00,08:25:00,-1,113,-1,113,6,113,0,113,0,113
2025-01-15,6,-1,15,-1,4,2,0,72,10,1034,8.625,6,0,-3,113,113,113,0,2,9,,17:44:00,08:24:00,-1,113,-1,113,6,113,1,113,-1,113
2025-01-16,6,-1,12,-1,4,5,0,86,10,1031,34,6,2,-2,116,119,113,0,2,9,,17:45:00,08:24:00,0,113,-1,116,6,116,4,113,1,116
2025-01-17,10,1,13,1,8,6,0,82,10,1034,6.125,10,2,-2,113,113,113,0,2,9,,17:46:00,08:23:00,2,113,2,113,10,113,5,113,3,113
2025-01-18,9,2,6,2,6,5,0,81,10,1030,27.625,9,0,2,122,113,113,0,2,8,,17:47:00,08:23:00,2,113,3,122,9,113,4,113,3,113
2025-01-19,10,2,8,2,7,6,0,78,10,1026,48.125,10,1,1,119,119,116,0,2,7,,17:49:00,08:22:00,2,116,2,119,10,116,5,113,2,113
2025-01-20,11,7,22,7,10,7,0,91,10,1018,42.625,11,6,4,122,176,113,0,3,6,,17:50:00,08:21:00,5,113,7,119,11,113,6,113,6,116
2025-01-21,12,4,27,4,10,9,0,94,10,1017,23.25,12,6,1,116,113,113,0,3,9,,17:51:00,08:20:00,4,113,5,113,12,116,8,116,4,116
2025-01-22,13,8,26,8,12,10,0.2,94,9.375,1011,48.375,13,8,5,116,116,116,0,2,9,,17:52:00,08:20:00,8,116,8,116,13,113,9,122,9,263
2025-01-23,12,9,18,10,10,9,0.8,96,8.375,1020,44,12,9,7,266,116,113,0,3,9,,17:54:00,08:19:00,9,263,9,176,12,113,7,113,9,116
2025-01-24,13,4,18,4,11,10,0,85,10,1019,46.375,13,6,2,122,116,116,0,3,9,,17:55:00,08:18:00,5,122,5,113,13,116,9,116,6,113
2025-01-25,13,7,16,7,12,10,2.4,92,9.75,1015,55,13,8,4,116,116,293,0,3,4,,17:56:00,08:17:00,8,113,7,122,13,176,7,296,9,113
2025-01-26,10,5,19,5,10,9,0.1,93,10,1017,67.75,10,6,2,116,122,116,0,2,4,,17:58:00,08:16:00,8,176,5,116,10,176,9,122,8,119
2025-01-27,10,9,24,10,10,8,3.6,91,6.875,1008,81.75,10,8,7,176,266,296,0,3,2,,17:59:00,08:15:00,10,176,9,266,9,176,8,266,9,116
2025-01-28,9,5,42,5,9,8,1,92,9.875,1019,82.5,9,6,3,353,176,353,0,2,3,,18:00:00,08:14:00,7,176,6,116,9,176,8,176,7,176
2025-01-29,11,5,24,6,10,8,0.4,90,9.875,1020,53.25,11,6,3,116,122,116,0,2,8,,18:02:00,08:13:00,7,176,5,113,11,113,7,116,7,176
2025-01-30,13,6,19,6,11,9,0.9,93,9.25,1024,61.5,13,7,4,113,116,176,0,2,8,,18:03:00,08:12:00,7,176,6,116,13,176,8,353,8,263
2025-01-31,9,6,20,6,8,7,0,84,10,1031,67.375,9,6,2,122,113,119,0,2,7,,18:04:00,08:11:00,5,119,6,122,9,113,5,116,7,122
