#### EXPORT DONNEES METEO POUR "Toulouse (Haute-Garonne) (Midi-Toulousain)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE https://www.historique-meteo.net - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/assets/docs/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2025-02-11,14,9,18,9,12,11,0,93,10,1019,66.875,14,8,6,176,116,116,0,3,7,,18:19:00,07:58:00,9,122,10,122,14,116,9,116,9,119
2025-02-12,11,8,15,8,11,9,1.1,93,7,1018,85.25,11,8,5,122,176,266,0,3,1,,18:20:00,07:57:00,8,116,9,122,10,266,9,266,9,116
2025-02-13,12,8,14,9,11,11,0.2,92,10,1022,87.5,12,8,7,176,176,116,0,3,4,,18:22:00,07:56:00,9,176,8,119,12,176,10,122,9,176
2025-02-14,12,9,10,9,10,11,0,93,10,1020,78.75,12,8,9,176,176,116,0,2,3,,18:23:00,07:54:00,9,176,9,176,12,119,8,113,9,122
2025-02-15,12,4,19,4,10,9,0,79,10,1019,29.75,12,6,1,113,116,122,0,3,8,,18:24:00,07:53:00,6,113,5,113,12,119,7,113,7,113
2025-02-16,16,4,13,4,12,13,0,72,10,1016,27.625,16,7,1,113,116,116,0,3,11,,18:26:00,07:51:00,5,116,5,113,16,116,10,113,5,116
2025-02-17,13,7,10,7,11,11,0,97,9,1019,49.5,13,8,5,143,122,113,0,3,4,,18:27:00,07:50:00,8,113,9,176,13,119,8,113,9,113
2025-02-18,13,7,29,7,12,11,0,82,10,1017,31.625,13,8,4,113,116,119,0,3,11,,18:28:00,07:48:00,7,116,8,113,13,113,10,119,8,113
2025-02-19,14,11,31,11,14,11,0,86,10,1023,80.875,14,9,9,122,116,119,0,3,5,,18:30:00,07:47:00,11,122,12,119,14,119,10,119,10,122
2025-02-20,17,8,17,8,14,13,0,95,10,1025,28.875,17,9,6,116,113,113,0,4,11,,18:31:00,07:45:00,9,116,9,116,17,113,10,113,9,116
2025-02-21,13,9,38,9,13,10,0,85,10,1025,37.125,13,8,5,116,116,116,0,4,11,,18:32:00,07:44:00,8,113,10,116,13,116,10,119,9,113
2025-02-22,11,10,13,10,10,10,2.4,92,9.875,1026,88.375,11,9,8,122,353,353,0,3,1,,18:34:00,07:42:00,10,116,10,296,11,176,10,353,11,119
2025-02-23,14,7,8,7,12,13,0,93,10,1031,59.625,14,7,6,119,116,116,0,3,10,,18:35:00,07:41:00,8,122,8,116,14,176,10,113,8,122
2025-02-24,15,7,20,7,13,12,0,90,10,1029,49,15,8,5,116,122,113,0,4,5,,18:36:00,07:39:00,7,113,9,116,15,122,9,116,8,116
2025-02-25,12,9,37,9,11,10,1.9,80,9.875,1025,75.625,12,7,7,296,176,176,0,3,7,,18:38:00,07:37:00,9,176,10,176,12,176,8,176,9,116
2025-02-26,12,5,19,5,10,10,0.3,95,10,1028,61.75,12,5,1,116,176,176,0,2,7,,18:39:00,07:36:00,5,176,6,176,12,176,7,116,6,353
2025-02-27,11,5,8,5,10,9,0,87,10,1023,52.375,11,6,4,113,119,122,0,3,5,,18:40:00,07:34:00,5,113,6,113,11,122,8,122,6,113
2025-02-28,12,5,9,5,10,10,0,88,10,1022,17.875,12,5,4,116,113,113,0,3,11,,18:42:00,07:33:00,6,116,6,113,12,113,7,113,7,116
