#### EXPORT DONNEES METEO POUR "Toulouse (Haute-Garonne) (Midi-Toulousain)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE https://www.historique-meteo.net - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/assets/docs/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2025-06-11,35,18,16,18,32,28,0.1,69,10,1017,28,35,17,18,113,113,176,0,6,12,,21:36:00,06:12:00,19,113,25,113,35,113,20,176,21,116
2025-06-12,31,18,14,18,29,30,0,93,10,1015,16.875,32,18,18,116,113,113,0,6,14,,21:36:00,06:12:00,18,113,23,116,31,113,24,113,20,113
2025-06-13,33,18,23,18,31,31,0.2,84,9.875,1017,12,34,17,18,113,113,113,0,6,14,,21:37:00,06:12:00,18,113,24,113,33,113,23,176,20,113
2025-06-14,26,19,11,19,22,25,0.9,93,10,1021,55,27,19,19,119,176,353,0,6,7,,21:37:00,06:12:00,18,113,21,176,26,116,21,119,20,113
2025-06-15,23,17,17,17,21,23,0.1,89,10,1025,68.625,25,17,17,176,176,116,0,4,11,,21:38:00,06:12:00,17,122,18,119,23,116,18,113,19,176
2025-06-16,27,15,15,15,25,27,0,86,10,1026,6.5,27,14,14,113,113,113,0,6,15,,21:38:00,06:12:00,16,116,21,113,27,113,20,113,17,113
2025-06-17,30,15,14,15,28,29,0,74,10,1023,0,29,11,15,113,113,113,0,6,15,,21:39:00,06:12:00,15,113,22,113,30,113,22,113,17,113
2025-06-18,31,16,11,16,29,30,0,81,10,1022,0.875,30,14,16,113,113,113,0,6,15,,21:39:00,06:12:00,17,113,23,113,31,113,23,113,19,113
2025-06-19,34,18,9,18,31,32,0,68,10,1019,0,32,13,18,113,113,113,0,7,15,,21:39:00,06:12:00,18,113,25,113,34,113,24,113,20,113
2025-06-20,34,18,12,18,32,33,0,79,10,1020,4.375,34,15,18,113,113,113,0,7,15,,21:39:00,06:13:00,18,113,25,113,34,113,26,113,21,113
2025-06-21,38,21,9,21,35,36,0,58,10,1017,1.5,37,16,21,113,113,113,0,7,15,,21:40:00,06:13:00,21,113,29,113,38,113,26,113,24,113
2025-06-22,33,18,13,18,30,29,0.3,91,10,1020,21.5,34,17,18,116,113,176,0,6,13,,21:40:00,06:13:00,17,113,24,113,33,113,23,113,19,113
2025-06-23,30,17,16,17,28,29,0,93,10,1021,14.125,31,18,17,113,113,113,0,6,15,,21:40:00,06:13:00,18,113,23,113,30,113,24,113,20,116
2025-06-24,36,20,11,20,32,28,0,81,10,1019,8.875,37,17,20,113,113,113,0,7,15,,21:40:00,06:14:00,21,113,26,113,36,113,24,113,22,113
2025-06-25,38,19,22,19,38,36,0.2,87,9.875,1017,28.75,38,17,19,113,113,176,0,7,13,,21:40:00,06:14:00,19,113,29,113,38,200,19,176,22,113
2025-06-26,29,17,18,17,26,28,0,95,7,1023,40.25,29,18,17,143,113,113,0,5,12,,21:40:00,06:14:00,17,143,21,176,29,113,23,113,19,143
2025-06-27,31,17,15,17,28,31,0,84,10,1026,1.5,31,15,17,113,113,113,0,6,15,,21:40:00,06:15:00,17,113,23,113,31,113,24,113,20,113
2025-06-28,35,19,14,19,33,35,0,69,10,1024,2,35,15,20,113,113,113,0,7,15,,21:40:00,06:15:00,20,113,27,113,35,113,28,113,22,113
2025-06-29,38,21,14,21,34,37,0,70,10,1022,4.5,38,15,21,113,113,113,0,7,15,,21:40:00,06:16:00,22,113,28,113,38,113,30,113,25,113
2025-06-30,39,22,17,22,36,38,0,66,10,1018,4.625,38,16,22,113,113,113,0,8,15,,21:40:00,06:16:00,23,113,30,113,39,113,31,113,25,113
