#### EXPORT DONNEES METEO POUR "Toulouse (Haute-Garonne) (Midi-Toulousain)" (LAT/LON: 43.604652/1.444209)
#### DONNEES PROVENANT DE https://www.historique-meteo.net - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/assets/docs/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2025-03-11,14,7,13,7,13,13,0.3,93,10,1003,68.375,14,8,5,116,122,176,0,3,3,,18:56:00,07:14:00,7,116,10,119,14,119,10,122,8,113
2025-03-12,13,9,20,9,12,11,3.2,92,8.75,1003,87.75,13,7,6,299,119,122,0,3,4,,18:57:00,07:12:00,8,176,9,176,13,176,8,356,9,122
2025-03-13,9,6,8,6,8,9,0,90,8.875,1000,80.625,9,6,4,122,116,119,0,2,8,,18:58:00,07:10:00,7,122,6,119,9,119,7,122,8,122
2025-03-14,10,4,15,4,7,9,0.1,79,10,1005,79.875,10,2,2,176,116,122,0,2,6,,18:59:00,07:08:00,5,119,5,122,10,119,6,116,5,122
2025-03-15,10,1,23,1,8,8,0.4,89,10,1016,48.125,10,1,-3,113,176,176,0,2,10,,19:01:00,07:06:00,3,116,3,116,10,176,4,116,4,116
2025-03-16,10,0,10,0,8,9,0,94,9,1019,57.375,10,1,0,119,119,122,0,2,8,,19:02:00,07:05:00,1,116,3,119,10,116,5,122,3,113
2025-03-17,14,2,11,2,11,12,0,76,10,1020,54.375,14,3,2,113,113,116,0,2,11,,19:03:00,07:03:00,4,116,4,113,14,122,7,122,4,122
2025-03-18,15,5,31,5,14,13,0,75,10,1017,18.625,15,5,2,113,113,113,0,3,12,,19:04:00,07:01:00,6,122,8,113,15,113,10,113,6,113
2025-03-19,14,10,36,10,14,12,0,84,10,1019,75.125,14,10,6,122,119,119,0,4,5,,19:06:00,06:59:00,10,116,11,122,14,119,10,122,10,116
2025-03-20,14,10,39,10,14,13,0,88,10,1021,88.5,14,11,7,122,119,122,0,3,3,,19:07:00,06:57:00,11,122,12,122,14,119,12,122,10,119
2025-03-21,16,12,48,12,14,16,2.1,86,9,1013,78.625,16,11,8,122,122,176,0,3,3,,19:08:00,06:55:00,12,119,13,122,15,356,11,113,12,122
2025-03-22,15,9,13,9,12,12,4.6,91,10,1005,61.25,15,8,7,116,356,305,0,4,7,,19:09:00,06:54:00,11,113,11,116,15,119,10,305,10,116
2025-03-23,10,8,12,8,10,9,0.9,90,8,1011,97.875,10,7,6,119,176,176,0,2,1,,19:11:00,06:52:00,8,122,8,122,10,299,8,122,9,176
2025-03-24,13,6,6,6,12,13,1.5,88,10,1018,65.25,13,7,5,176,176,119,0,3,9,,19:12:00,06:50:00,7,305,8,116,13,119,11,119,7,116
2025-03-25,15,7,16,7,13,14,0.5,97,10,1022,66.875,15,8,4,122,116,176,0,3,5,,19:13:00,06:48:00,8,119,9,176,15,176,11,113,9,176
2025-03-26,14,8,19,8,11,13,0.8,96,9.875,1023,76.75,14,9,5,122,176,176,0,3,4,,19:14:00,06:46:00,8,122,9,119,14,176,10,116,9,299
2025-03-27,15,9,17,9,14,14,0,92,10,1020,69,15,8,7,122,116,116,0,3,5,,19:15:00,06:45:00,9,119,10,122,15,122,12,113,9,119
2025-03-28,16,8,26,8,13,13,0.3,89,10,1018,69,16,8,5,119,176,116,0,4,6,,19:17:00,06:43:00,8,176,10,116,16,122,10,119,10,113
2025-03-29,11,5,32,5,10,10,0.7,92,10,1025,63.375,11,8,1,116,176,119,0,2,8,,19:18:00,06:41:00,8,176,7,113,11,119,8,113,9,176
2025-03-30,14,3,21,3,12,13,0,93,10,1026,34.375,14,6,-1,113,113,119,0,3,9,,19:19:00,06:39:00,5,113,6,113,14,119,11,119,5,113
2025-03-31,18,9,15,9,16,17,0,88,10,1025,21.25,18,7,7,113,113,113,0,3,13,,20:20:00,07:38:00,10,119,12,113,18,113,11,113,10,122
