service_id,date,exception_type
1414677,20260504,1
1414677,20260505,1
1414678,20260408,1
1414678,20260409,1
1414678,20260410,1
1414678,20260413,1
1414678,20260414,1
1414678,20260415,1
1414678,20260416,1
1414678,20260417,1
1414678,20260504,1
1414678,20260505,1
1414679,20260408,1
1414679,20260409,1
1414679,20260410,1
1414679,20260413,1
1414679,20260414,1
1414679,20260415,1
1414679,20260416,1
1414679,20260417,1
1414679,20260504,1
1414679,20260505,1
1414680,20260408,1
1414680,20260409,1
1414680,20260410,1
1414680,20260413,1
1414680,20260414,1
1414680,20260415,1
1414680,20260416,1
1414680,20260417,1
1414680,20260504,1
1414680,20260505,1
1414681,20260408,1
1414681,20260409,1
1414681,20260410,1
1414681,20260413,1
1414681,20260414,1
1414681,20260415,1
1414681,20260416,1
1414681,20260417,1
1414681,20260504,1
1414681,20260505,1
1414682,20260408,1
1414682,20260409,1
1414682,20260410,1
1414682,20260413,1
1414682,20260414,1
1414682,20260415,1
1414682,20260416,1
1414682,20260417,1
1414682,20260504,1
1414682,20260505,1
1414683,20260408,1
1414683,20260409,1
1414683,20260410,1
1414683,20260413,1
1414683,20260414,1
1414683,20260415,1
1414683,20260416,1
1414683,20260417,1
1414683,20260504,1
1414683,20260505,1
1414684,20260408,1
1414684,20260409,1
1414684,20260410,1
1414684,20260413,1
1414684,20260414,1
1414684,20260415,1
1414684,20260416,1
1414684,20260417,1
1414684,20260504,1
1414684,20260505,1
1414685,20260408,1
1414685,20260409,1
1414685,20260410,1
1414685,20260413,1
1414685,20260414,1
1414685,20260415,1
1414685,20260416,1
1414685,20260417,1
1414685,20260504,1
1414685,20260505,1
1414686,20260408,1
1414686,20260409,1
1414686,20260410,1
1414686,20260413,1
1414686,20260414,1
1414686,20260415,1
1414686,20260416,1
1414686,20260417,1
1414686,20260504,1
1414686,20260505,1
1414687,20260408,1
1414687,20260409,1
1414687,20260410,1
1414687,20260413,1
1414687,20260414,1
1414687,20260415,1
1414687,20260416,1
1414687,20260417,1
1414687,20260504,1
1414687,20260505,1
