service_id,date,exception_type
1499111,20260420,1
1499111,20260421,1
1499111,20260422,1
1499111,20260423,1
1499111,20260424,1
1499111,20260427,1
1499111,20260428,1
1499111,20260429,1
1499111,20260430,1
1499112,20260420,1
1499112,20260421,1
1499112,20260422,1
1499112,20260423,1
1499112,20260424,1
1499112,20260427,1
1499112,20260428,1
1499112,20260429,1
1499112,20260430,1
1499113,20260420,1
1499113,20260421,1
1499113,20260422,1
1499113,20260423,1
1499113,20260424,1
1499113,20260427,1
1499113,20260428,1
1499113,20260429,1
1499113,20260430,1
1499114,20260420,1
1499114,20260421,1
1499114,20260422,1
1499114,20260423,1
1499114,20260424,1
1499114,20260427,1
1499114,20260428,1
1499114,20260429,1
1499114,20260430,1
1499115,20260420,1
1499115,20260421,1
1499115,20260422,1
1499115,20260423,1
1499115,20260424,1
1499115,20260427,1
1499115,20260428,1
1499115,20260429,1
1499115,20260430,1
1499116,20260420,1
1499116,20260421,1
1499116,20260422,1
1499116,20260423,1
1499116,20260424,1
1499116,20260427,1
1499116,20260428,1
1499116,20260429,1
1499116,20260430,1
1499117,20260420,1
1499117,20260421,1
1499117,20260422,1
1499117,20260423,1
1499117,20260424,1
1499117,20260427,1
1499117,20260428,1
1499117,20260429,1
1499117,20260430,1
1499118,20260420,1
1499118,20260421,1
1499118,20260422,1
1499118,20260423,1
1499118,20260424,1
1499118,20260427,1
1499118,20260428,1
1499118,20260429,1
1499118,20260430,1
1499119,20260420,1
1499119,20260421,1
1499119,20260422,1
1499119,20260423,1
1499119,20260424,1
1499119,20260427,1
1499119,20260428,1
1499119,20260429,1
1499119,20260430,1
1499120,20260420,1
1499120,20260421,1
1499120,20260422,1
1499120,20260423,1
1499120,20260424,1
1499120,20260427,1
1499120,20260428,1
1499120,20260429,1
1499120,20260430,1
1499121,20260420,1
1499121,20260421,1
1499121,20260422,1
1499121,20260423,1
1499121,20260424,1
1499121,20260427,1
1499121,20260428,1
1499121,20260429,1
1499121,20260430,1
1499122,20260420,1
1499122,20260421,1
1499122,20260422,1
1499122,20260423,1
1499122,20260424,1
1499122,20260427,1
1499122,20260428,1
1499122,20260429,1
1499122,20260430,1
1499123,20260420,1
1499123,20260421,1
1499123,20260422,1
1499123,20260423,1
1499123,20260424,1
1499123,20260427,1
1499123,20260428,1
1499123,20260429,1
1499123,20260430,1
1499124,20260420,1
1499124,20260421,1
1499124,20260422,1
1499124,20260423,1
1499124,20260424,1
1499124,20260427,1
1499124,20260428,1
1499124,20260429,1
1499124,20260430,1
1499125,20260420,1
1499125,20260421,1
1499125,20260422,1
1499125,20260423,1
1499125,20260424,1
1499125,20260427,1
1499125,20260428,1
1499125,20260429,1
1499125,20260430,1
1499126,20260420,1
1499126,20260421,1
1499126,20260422,1
1499126,20260423,1
1499126,20260424,1
1499126,20260427,1
1499126,20260428,1
1499126,20260429,1
1499126,20260430,1
1499127,20260420,1
1499127,20260421,1
1499127,20260422,1
1499127,20260423,1
1499127,20260424,1
1499127,20260427,1
1499127,20260428,1
1499127,20260429,1
1499127,20260430,1
1499128,20260420,1
1499128,20260421,1
1499128,20260422,1
1499128,20260423,1
1499128,20260424,1
1499128,20260427,1
1499128,20260428,1
1499128,20260429,1
1499128,20260430,1
1499129,20260420,1
1499129,20260421,1
1499129,20260422,1
1499129,20260423,1
1499129,20260424,1
1499129,20260427,1
1499129,20260428,1
1499129,20260429,1
1499129,20260430,1
1499130,20260420,1
1499130,20260421,1
1499130,20260422,1
1499130,20260423,1
1499130,20260424,1
1499130,20260427,1
1499130,20260428,1
1499130,20260429,1
1499130,20260430,1
1499131,20260420,1
1499131,20260421,1
1499131,20260422,1
1499131,20260423,1
1499131,20260424,1
1499131,20260427,1
1499131,20260428,1
1499131,20260429,1
1499131,20260430,1
1499132,20260420,1
1499132,20260421,1
1499132,20260422,1
1499132,20260423,1
1499132,20260424,1
1499132,20260427,1
1499132,20260428,1
1499132,20260429,1
1499132,20260430,1
1499133,20260420,1
1499133,20260421,1
1499133,20260422,1
1499133,20260423,1
1499133,20260424,1
1499133,20260427,1
1499133,20260428,1
1499133,20260429,1
1499133,20260430,1
1499134,20260420,1
1499134,20260421,1
1499134,20260422,1
1499134,20260423,1
1499134,20260424,1
1499134,20260427,1
1499134,20260428,1
1499134,20260429,1
1499134,20260430,1
1499135,20260420,1
1499135,20260421,1
1499135,20260422,1
1499135,20260423,1
1499135,20260424,1
1499135,20260427,1
1499135,20260428,1
1499135,20260429,1
1499135,20260430,1
1499136,20260420,1
1499136,20260421,1
1499136,20260422,1
1499136,20260423,1
1499136,20260424,1
1499136,20260427,1
1499136,20260428,1
1499136,20260429,1
1499136,20260430,1
1499137,20260420,1
1499137,20260421,1
1499137,20260422,1
1499137,20260423,1
1499137,20260424,1
1499137,20260427,1
1499137,20260428,1
1499137,20260429,1
1499137,20260430,1
1499138,20260420,1
1499138,20260421,1
1499138,20260422,1
1499138,20260423,1
1499138,20260424,1
1499138,20260427,1
1499138,20260428,1
1499138,20260429,1
1499138,20260430,1
1499139,20260420,1
1499139,20260421,1
1499139,20260422,1
1499139,20260423,1
1499139,20260424,1
1499139,20260427,1
1499139,20260428,1
1499139,20260429,1
1499139,20260430,1
1499140,20260420,1
1499140,20260421,1
1499140,20260422,1
1499140,20260423,1
1499140,20260424,1
1499140,20260427,1
1499140,20260428,1
1499140,20260429,1
1499140,20260430,1
1499141,20260420,1
1499141,20260421,1
1499141,20260422,1
1499141,20260423,1
1499141,20260424,1
1499141,20260427,1
1499141,20260428,1
1499141,20260429,1
1499141,20260430,1
1499142,20260420,1
1499142,20260421,1
1499142,20260422,1
1499142,20260423,1
1499142,20260424,1
1499142,20260427,1
1499142,20260428,1
1499142,20260429,1
1499142,20260430,1
1499143,20260420,1
1499143,20260421,1
1499143,20260422,1
1499143,20260423,1
1499143,20260424,1
1499143,20260427,1
1499143,20260428,1
1499143,20260429,1
1499143,20260430,1
1499144,20260420,1
1499144,20260421,1
1499144,20260422,1
1499144,20260423,1
1499144,20260424,1
1499144,20260427,1
1499144,20260428,1
1499144,20260429,1
1499144,20260430,1
1499145,20260420,1
1499145,20260421,1
1499145,20260422,1
1499145,20260423,1
1499145,20260424,1
1499145,20260427,1
1499145,20260428,1
1499145,20260429,1
1499145,20260430,1
1499146,20260420,1
1499146,20260421,1
1499146,20260422,1
1499146,20260423,1
1499146,20260424,1
1499146,20260427,1
1499146,20260428,1
1499146,20260429,1
1499146,20260430,1
1499147,20260420,1
1499147,20260421,1
1499147,20260422,1
1499147,20260423,1
1499147,20260424,1
1499147,20260427,1
1499147,20260428,1
1499147,20260429,1
1499147,20260430,1
1499148,20260420,1
1499148,20260421,1
1499148,20260422,1
1499148,20260423,1
1499148,20260424,1
1499148,20260427,1
1499148,20260428,1
1499148,20260429,1
1499148,20260430,1
1499149,20260420,1
1499149,20260421,1
1499149,20260422,1
1499149,20260423,1
1499149,20260424,1
1499149,20260427,1
1499149,20260428,1
1499149,20260429,1
1499149,20260430,1
1499150,20260420,1
1499150,20260421,1
1499150,20260422,1
1499150,20260423,1
1499150,20260424,1
1499150,20260427,1
1499150,20260428,1
1499150,20260429,1
1499150,20260430,1
1499151,20260420,1
1499151,20260421,1
1499151,20260422,1
1499151,20260423,1
1499151,20260424,1
1499151,20260427,1
1499151,20260428,1
1499151,20260429,1
1499151,20260430,1
1499152,20260420,1
1499152,20260421,1
1499152,20260422,1
1499152,20260423,1
1499152,20260424,1
1499152,20260427,1
1499152,20260428,1
1499152,20260429,1
1499152,20260430,1
1499153,20260420,1
1499153,20260421,1
1499153,20260422,1
1499153,20260423,1
1499153,20260424,1
1499153,20260427,1
1499153,20260428,1
1499153,20260429,1
1499153,20260430,1
1499154,20260420,1
1499154,20260421,1
1499154,20260422,1
1499154,20260423,1
1499154,20260424,1
1499154,20260427,1
1499154,20260428,1
1499154,20260429,1
1499154,20260430,1
1499155,20260420,1
1499155,20260421,1
1499155,20260422,1
1499155,20260423,1
1499155,20260424,1
1499155,20260427,1
1499155,20260428,1
1499155,20260429,1
1499155,20260430,1
1499156,20260420,1
1499156,20260421,1
1499156,20260422,1
1499156,20260423,1
1499156,20260424,1
1499156,20260427,1
1499156,20260428,1
1499156,20260429,1
1499156,20260430,1
1499157,20260420,1
1499157,20260421,1
1499157,20260422,1
1499157,20260423,1
1499157,20260424,1
1499157,20260427,1
1499157,20260428,1
1499157,20260429,1
1499157,20260430,1
1499158,20260420,1
1499158,20260421,1
1499158,20260422,1
1499158,20260423,1
1499158,20260424,1
1499158,20260427,1
1499158,20260428,1
1499158,20260429,1
1499158,20260430,1
1499159,20260420,1
1499159,20260421,1
1499159,20260422,1
1499159,20260423,1
1499159,20260424,1
1499159,20260427,1
1499159,20260428,1
1499159,20260429,1
1499159,20260430,1
1499160,20260420,1
1499160,20260421,1
1499160,20260422,1
1499160,20260423,1
1499160,20260424,1
1499160,20260427,1
1499160,20260428,1
1499160,20260429,1
1499160,20260430,1
1499161,20260420,1
1499161,20260421,1
1499161,20260422,1
1499161,20260423,1
1499161,20260424,1
1499161,20260427,1
1499161,20260428,1
1499161,20260429,1
1499161,20260430,1
1499162,20260420,1
1499162,20260421,1
1499162,20260422,1
1499162,20260423,1
1499162,20260424,1
1499162,20260427,1
1499162,20260428,1
1499162,20260429,1
1499162,20260430,1
1499163,20260420,1
1499163,20260421,1
1499163,20260422,1
1499163,20260423,1
1499163,20260424,1
1499163,20260427,1
1499163,20260428,1
1499163,20260429,1
1499163,20260430,1
1499164,20260420,1
1499164,20260421,1
1499164,20260422,1
1499164,20260423,1
1499164,20260424,1
1499164,20260427,1
1499164,20260428,1
1499164,20260429,1
1499164,20260430,1
1499165,20260420,1
1499165,20260421,1
1499165,20260422,1
1499165,20260423,1
1499165,20260424,1
1499165,20260427,1
1499165,20260428,1
1499165,20260429,1
1499165,20260430,1
1499166,20260420,1
1499166,20260421,1
1499166,20260422,1
1499166,20260423,1
1499166,20260424,1
1499166,20260427,1
1499166,20260428,1
1499166,20260429,1
1499166,20260430,1
1499167,20260420,1
1499167,20260421,1
1499167,20260422,1
1499167,20260423,1
1499167,20260424,1
1499167,20260427,1
1499167,20260428,1
1499167,20260429,1
1499167,20260430,1
1499168,20260420,1
1499168,20260421,1
1499168,20260422,1
1499168,20260423,1
1499168,20260424,1
1499168,20260427,1
1499168,20260428,1
1499168,20260429,1
1499168,20260430,1
1499169,20260420,1
1499169,20260421,1
1499169,20260422,1
1499169,20260423,1
1499169,20260424,1
1499169,20260427,1
1499169,20260428,1
1499169,20260429,1
1499169,20260430,1
1499170,20260420,1
1499170,20260421,1
1499170,20260422,1
1499170,20260423,1
1499170,20260424,1
1499170,20260427,1
1499170,20260428,1
1499170,20260429,1
1499170,20260430,1
1499171,20260420,1
1499171,20260421,1
1499171,20260422,1
1499171,20260423,1
1499171,20260424,1
1499171,20260427,1
1499171,20260428,1
1499171,20260429,1
1499171,20260430,1
1499172,20260420,1
1499172,20260421,1
1499172,20260422,1
1499172,20260423,1
1499172,20260424,1
1499172,20260427,1
1499172,20260428,1
1499172,20260429,1
1499172,20260430,1
1499173,20260420,1
1499173,20260421,1
1499173,20260422,1
1499173,20260423,1
1499173,20260424,1
1499173,20260427,1
1499173,20260428,1
1499173,20260429,1
1499173,20260430,1
1499174,20260420,1
1499174,20260421,1
1499174,20260422,1
1499174,20260423,1
1499174,20260424,1
1499174,20260427,1
1499174,20260428,1
1499174,20260429,1
1499174,20260430,1
1499175,20260420,1
1499175,20260421,1
1499175,20260422,1
1499175,20260423,1
1499175,20260424,1
1499175,20260427,1
1499175,20260428,1
1499175,20260429,1
1499175,20260430,1
1499176,20260420,1
1499176,20260421,1
1499176,20260422,1
1499176,20260423,1
1499176,20260424,1
1499176,20260427,1
1499176,20260428,1
1499176,20260429,1
1499176,20260430,1
1499177,20260420,1
1499177,20260421,1
1499177,20260422,1
1499177,20260423,1
1499177,20260424,1
1499177,20260427,1
1499177,20260428,1
1499177,20260429,1
1499177,20260430,1
1499178,20260420,1
1499178,20260421,1
1499178,20260422,1
1499178,20260423,1
1499178,20260424,1
1499178,20260427,1
1499178,20260428,1
1499178,20260429,1
1499178,20260430,1
1499179,20260420,1
1499179,20260421,1
1499179,20260422,1
1499179,20260423,1
1499179,20260424,1
1499179,20260427,1
1499179,20260428,1
1499179,20260429,1
1499179,20260430,1
1499180,20260420,1
1499180,20260421,1
1499180,20260422,1
1499180,20260423,1
1499180,20260424,1
1499180,20260427,1
1499180,20260428,1
1499180,20260429,1
1499180,20260430,1
1499181,20260420,1
1499181,20260421,1
1499181,20260422,1
1499181,20260423,1
1499181,20260424,1
1499181,20260427,1
1499181,20260428,1
1499181,20260429,1
1499181,20260430,1
1499182,20260420,1
1499182,20260421,1
1499182,20260422,1
1499182,20260423,1
1499182,20260424,1
1499182,20260427,1
1499182,20260428,1
1499182,20260429,1
1499182,20260430,1
1499183,20260420,1
1499183,20260421,1
1499183,20260422,1
1499183,20260423,1
1499183,20260424,1
1499183,20260427,1
1499183,20260428,1
1499183,20260429,1
1499183,20260430,1
1499184,20260420,1
1499184,20260421,1
1499184,20260422,1
1499184,20260423,1
1499184,20260424,1
1499184,20260427,1
1499184,20260428,1
1499184,20260429,1
1499184,20260430,1
1499185,20260420,1
1499185,20260421,1
1499185,20260422,1
1499185,20260423,1
1499185,20260424,1
1499185,20260427,1
1499185,20260428,1
1499185,20260429,1
1499185,20260430,1
1499186,20260420,1
1499186,20260421,1
1499186,20260422,1
1499186,20260423,1
1499186,20260424,1
1499186,20260427,1
1499186,20260428,1
1499186,20260429,1
1499186,20260430,1
1499187,20260420,1
1499187,20260421,1
1499187,20260422,1
1499187,20260423,1
1499187,20260424,1
1499187,20260427,1
1499187,20260428,1
1499187,20260429,1
1499187,20260430,1
1499188,20260420,1
1499188,20260421,1
1499188,20260422,1
1499188,20260423,1
1499188,20260424,1
1499188,20260427,1
1499188,20260428,1
1499188,20260429,1
1499188,20260430,1
1499189,20260420,1
1499189,20260421,1
1499189,20260422,1
1499189,20260423,1
1499189,20260424,1
1499189,20260427,1
1499189,20260428,1
1499189,20260429,1
1499189,20260430,1
1499190,20260420,1
1499190,20260421,1
1499190,20260422,1
1499190,20260423,1
1499190,20260424,1
1499190,20260427,1
1499190,20260428,1
1499190,20260429,1
1499190,20260430,1
1499191,20260420,1
1499191,20260421,1
1499191,20260422,1
1499191,20260423,1
1499191,20260424,1
1499191,20260427,1
1499191,20260428,1
1499191,20260429,1
1499191,20260430,1
1499192,20260420,1
1499192,20260421,1
1499192,20260422,1
1499192,20260423,1
1499192,20260424,1
1499192,20260427,1
1499192,20260428,1
1499192,20260429,1
1499192,20260430,1
1499193,20260420,1
1499193,20260421,1
1499193,20260422,1
1499193,20260423,1
1499193,20260424,1
1499193,20260427,1
1499193,20260428,1
1499193,20260429,1
1499193,20260430,1
1499194,20260420,1
1499194,20260421,1
1499194,20260422,1
1499194,20260423,1
1499194,20260424,1
1499194,20260427,1
1499194,20260428,1
1499194,20260429,1
1499194,20260430,1
1499195,20260420,1
1499195,20260421,1
1499195,20260422,1
1499195,20260423,1
1499195,20260424,1
1499195,20260427,1
1499195,20260428,1
1499195,20260429,1
1499195,20260430,1
1499196,20260420,1
1499196,20260421,1
1499196,20260422,1
1499196,20260423,1
1499196,20260424,1
1499196,20260427,1
1499196,20260428,1
1499196,20260429,1
1499196,20260430,1
1499197,20260420,1
1499197,20260421,1
1499197,20260422,1
1499197,20260423,1
1499197,20260424,1
1499197,20260427,1
1499197,20260428,1
1499197,20260429,1
1499197,20260430,1
1499198,20260420,1
1499198,20260421,1
1499198,20260422,1
1499198,20260423,1
1499198,20260424,1
1499198,20260427,1
1499198,20260428,1
1499198,20260429,1
1499198,20260430,1
1499199,20260420,1
1499199,20260421,1
1499199,20260422,1
1499199,20260423,1
1499199,20260424,1
1499199,20260427,1
1499199,20260428,1
1499199,20260429,1
1499199,20260430,1
1499200,20260420,1
1499200,20260421,1
1499200,20260422,1
1499200,20260423,1
1499200,20260424,1
1499200,20260427,1
1499200,20260428,1
1499200,20260429,1
1499200,20260430,1
1499201,20260420,1
1499201,20260421,1
1499201,20260422,1
1499201,20260423,1
1499201,20260424,1
1499201,20260427,1
1499201,20260428,1
1499201,20260429,1
1499201,20260430,1
1499202,20260420,1
1499202,20260421,1
1499202,20260422,1
1499202,20260423,1
1499202,20260424,1
1499202,20260427,1
1499202,20260428,1
1499202,20260429,1
1499202,20260430,1
1499203,20260420,1
1499203,20260421,1
1499203,20260422,1
1499203,20260423,1
1499203,20260424,1
1499203,20260427,1
1499203,20260428,1
1499203,20260429,1
1499203,20260430,1
1499204,20260420,1
1499204,20260421,1
1499204,20260422,1
1499204,20260423,1
1499204,20260424,1
1499204,20260427,1
1499204,20260428,1
1499204,20260429,1
1499204,20260430,1
1499205,20260420,1
1499205,20260421,1
1499205,20260422,1
1499205,20260423,1
1499205,20260424,1
1499205,20260427,1
1499205,20260428,1
1499205,20260429,1
1499205,20260430,1
1499206,20260420,1
1499206,20260421,1
1499206,20260422,1
1499206,20260423,1
1499206,20260424,1
1499206,20260427,1
1499206,20260428,1
1499206,20260429,1
1499206,20260430,1
1499207,20260420,1
1499207,20260421,1
1499207,20260422,1
1499207,20260423,1
1499207,20260424,1
1499207,20260427,1
1499207,20260428,1
1499207,20260429,1
1499207,20260430,1
1499208,20260420,1
1499208,20260421,1
1499208,20260422,1
1499208,20260423,1
1499208,20260424,1
1499208,20260427,1
1499208,20260428,1
1499208,20260429,1
1499208,20260430,1
1499209,20260420,1
1499209,20260421,1
1499209,20260422,1
1499209,20260423,1
1499209,20260424,1
1499209,20260427,1
1499209,20260428,1
1499209,20260429,1
1499209,20260430,1
1499210,20260420,1
1499210,20260421,1
1499210,20260422,1
1499210,20260423,1
1499210,20260424,1
1499210,20260427,1
1499210,20260428,1
1499210,20260429,1
1499210,20260430,1
1499211,20260420,1
1499211,20260421,1
1499211,20260422,1
1499211,20260423,1
1499211,20260424,1
1499211,20260427,1
1499211,20260428,1
1499211,20260429,1
1499211,20260430,1
1499212,20260420,1
1499212,20260421,1
1499212,20260422,1
1499212,20260423,1
1499212,20260424,1
1499212,20260427,1
1499212,20260428,1
1499212,20260429,1
1499212,20260430,1
1499213,20260420,1
1499213,20260421,1
1499213,20260422,1
1499213,20260423,1
1499213,20260424,1
1499213,20260427,1
1499213,20260428,1
1499213,20260429,1
1499213,20260430,1
1499214,20260420,1
1499214,20260421,1
1499214,20260422,1
1499214,20260423,1
1499214,20260424,1
1499214,20260427,1
1499214,20260428,1
1499214,20260429,1
1499214,20260430,1
1499215,20260420,1
1499215,20260421,1
1499215,20260422,1
1499215,20260423,1
1499215,20260424,1
1499215,20260427,1
1499215,20260428,1
1499215,20260429,1
1499215,20260430,1
1499216,20260420,1
1499216,20260421,1
1499216,20260422,1
1499216,20260423,1
1499216,20260424,1
1499216,20260427,1
1499216,20260428,1
1499216,20260429,1
1499216,20260430,1
1499217,20260420,1
1499217,20260421,1
1499217,20260422,1
1499217,20260423,1
1499217,20260424,1
1499217,20260427,1
1499217,20260428,1
1499217,20260429,1
1499217,20260430,1
1499218,20260420,1
1499218,20260421,1
1499218,20260422,1
1499218,20260423,1
1499218,20260424,1
1499218,20260427,1
1499218,20260428,1
1499218,20260429,1
1499218,20260430,1
1499219,20260420,1
1499219,20260421,1
1499219,20260422,1
1499219,20260423,1
1499219,20260424,1
1499219,20260427,1
1499219,20260428,1
1499219,20260429,1
1499219,20260430,1
1499220,20260420,1
1499220,20260421,1
1499220,20260422,1
1499220,20260423,1
1499220,20260424,1
1499220,20260427,1
1499220,20260428,1
1499220,20260429,1
1499220,20260430,1
1499221,20260420,1
1499221,20260421,1
1499221,20260422,1
1499221,20260423,1
1499221,20260424,1
1499221,20260427,1
1499221,20260428,1
1499221,20260429,1
1499221,20260430,1
1499222,20260420,1
1499222,20260421,1
1499222,20260422,1
1499222,20260423,1
1499222,20260424,1
1499222,20260427,1
1499222,20260428,1
1499222,20260429,1
1499222,20260430,1
1499223,20260420,1
1499223,20260421,1
1499223,20260422,1
1499223,20260423,1
1499223,20260424,1
1499223,20260427,1
1499223,20260428,1
1499223,20260429,1
1499223,20260430,1
1499224,20260420,1
1499224,20260421,1
1499224,20260422,1
1499224,20260423,1
1499224,20260424,1
1499224,20260427,1
1499224,20260428,1
1499224,20260429,1
1499224,20260430,1
1499225,20260420,1
1499225,20260421,1
1499225,20260422,1
1499225,20260423,1
1499225,20260424,1
1499225,20260427,1
1499225,20260428,1
1499225,20260429,1
1499225,20260430,1
1499226,20260420,1
1499226,20260421,1
1499226,20260422,1
1499226,20260423,1
1499226,20260424,1
1499226,20260427,1
1499226,20260428,1
1499226,20260429,1
1499226,20260430,1
1499227,20260420,1
1499227,20260421,1
1499227,20260422,1
1499227,20260423,1
1499227,20260424,1
1499227,20260427,1
1499227,20260428,1
1499227,20260429,1
1499227,20260430,1
1499228,20260420,1
1499228,20260421,1
1499228,20260422,1
1499228,20260423,1
1499228,20260424,1
1499228,20260427,1
1499228,20260428,1
1499228,20260429,1
1499228,20260430,1
1499229,20260420,1
1499229,20260421,1
1499229,20260422,1
1499229,20260423,1
1499229,20260424,1
1499229,20260427,1
1499229,20260428,1
1499229,20260429,1
1499229,20260430,1
1499230,20260420,1
1499230,20260421,1
1499230,20260422,1
1499230,20260423,1
1499230,20260424,1
1499230,20260427,1
1499230,20260428,1
1499230,20260429,1
1499230,20260430,1
1499231,20260420,1
1499231,20260421,1
1499231,20260422,1
1499231,20260423,1
1499231,20260424,1
1499231,20260427,1
1499231,20260428,1
1499231,20260429,1
1499231,20260430,1
1499232,20260420,1
1499232,20260421,1
1499232,20260422,1
1499232,20260423,1
1499232,20260424,1
1499232,20260427,1
1499232,20260428,1
1499232,20260429,1
1499232,20260430,1
1499233,20260420,1
1499233,20260421,1
1499233,20260422,1
1499233,20260423,1
1499233,20260424,1
1499233,20260427,1
1499233,20260428,1
1499233,20260429,1
1499233,20260430,1
1499234,20260420,1
1499234,20260421,1
1499234,20260422,1
1499234,20260423,1
1499234,20260424,1
1499234,20260427,1
1499234,20260428,1
1499234,20260429,1
1499234,20260430,1
1499235,20260420,1
1499235,20260421,1
1499235,20260422,1
1499235,20260423,1
1499235,20260424,1
1499235,20260427,1
1499235,20260428,1
1499235,20260429,1
1499235,20260430,1
1499236,20260420,1
1499236,20260421,1
1499236,20260422,1
1499236,20260423,1
1499236,20260424,1
1499236,20260427,1
1499236,20260428,1
1499236,20260429,1
1499236,20260430,1
1499237,20260420,1
1499237,20260421,1
1499237,20260422,1
1499237,20260423,1
1499237,20260424,1
1499237,20260427,1
1499237,20260428,1
1499237,20260429,1
1499237,20260430,1
1499238,20260420,1
1499238,20260421,1
1499238,20260422,1
1499238,20260423,1
1499238,20260424,1
1499238,20260427,1
1499238,20260428,1
1499238,20260429,1
1499238,20260430,1
1499239,20260420,1
1499239,20260421,1
1499239,20260422,1
1499239,20260423,1
1499239,20260424,1
1499239,20260427,1
1499239,20260428,1
1499239,20260429,1
1499239,20260430,1
1499240,20260420,1
1499240,20260421,1
1499240,20260422,1
1499240,20260423,1
1499240,20260424,1
1499240,20260427,1
1499240,20260428,1
1499240,20260429,1
1499240,20260430,1
1499241,20260420,1
1499241,20260421,1
1499241,20260422,1
1499241,20260423,1
1499241,20260424,1
1499241,20260427,1
1499241,20260428,1
1499241,20260429,1
1499241,20260430,1
1499242,20260420,1
1499242,20260421,1
1499242,20260422,1
1499242,20260423,1
1499242,20260424,1
1499242,20260427,1
1499242,20260428,1
1499242,20260429,1
1499242,20260430,1
1499243,20260420,1
1499243,20260421,1
1499243,20260422,1
1499243,20260423,1
1499243,20260424,1
1499243,20260427,1
1499243,20260428,1
1499243,20260429,1
1499243,20260430,1
1499244,20260420,1
1499244,20260421,1
1499244,20260422,1
1499244,20260423,1
1499244,20260424,1
1499244,20260427,1
1499244,20260428,1
1499244,20260429,1
1499244,20260430,1
1499245,20260420,1
1499245,20260421,1
1499245,20260422,1
1499245,20260423,1
1499245,20260424,1
1499245,20260427,1
1499245,20260428,1
1499245,20260429,1
1499245,20260430,1
1499246,20260420,1
1499246,20260421,1
1499246,20260422,1
1499246,20260423,1
1499246,20260424,1
1499246,20260427,1
1499246,20260428,1
1499246,20260429,1
1499246,20260430,1
1499247,20260420,1
1499247,20260421,1
1499247,20260422,1
1499247,20260423,1
1499247,20260424,1
1499247,20260427,1
1499247,20260428,1
1499247,20260429,1
1499247,20260430,1
1499248,20260420,1
1499248,20260421,1
1499248,20260422,1
1499248,20260423,1
1499248,20260424,1
1499248,20260427,1
1499248,20260428,1
1499248,20260429,1
1499248,20260430,1
1499249,20260420,1
1499249,20260421,1
1499249,20260422,1
1499249,20260423,1
1499249,20260424,1
1499249,20260427,1
1499249,20260428,1
1499249,20260429,1
1499249,20260430,1
1499250,20260420,1
1499250,20260421,1
1499250,20260422,1
1499250,20260423,1
1499250,20260424,1
1499250,20260427,1
1499250,20260428,1
1499250,20260429,1
1499250,20260430,1
1499251,20260420,1
1499251,20260421,1
1499251,20260422,1
1499251,20260423,1
1499251,20260424,1
1499251,20260427,1
1499251,20260428,1
1499251,20260429,1
1499251,20260430,1
1499252,20260420,1
1499252,20260421,1
1499252,20260422,1
1499252,20260423,1
1499252,20260424,1
1499252,20260427,1
1499252,20260428,1
1499252,20260429,1
1499252,20260430,1
1499253,20260420,1
1499253,20260421,1
1499253,20260422,1
1499253,20260423,1
1499253,20260424,1
1499253,20260427,1
1499253,20260428,1
1499253,20260429,1
1499253,20260430,1
1499254,20260420,1
1499254,20260421,1
1499254,20260422,1
1499254,20260423,1
1499254,20260424,1
1499254,20260427,1
1499254,20260428,1
1499254,20260429,1
1499254,20260430,1
1499255,20260420,1
1499255,20260421,1
1499255,20260422,1
1499255,20260423,1
1499255,20260424,1
1499255,20260427,1
1499255,20260428,1
1499255,20260429,1
1499255,20260430,1
1499256,20260420,1
1499256,20260421,1
1499256,20260422,1
1499256,20260423,1
1499256,20260424,1
1499256,20260427,1
1499256,20260428,1
1499256,20260429,1
1499256,20260430,1
1499257,20260420,1
1499257,20260421,1
1499257,20260422,1
1499257,20260423,1
1499257,20260424,1
1499257,20260427,1
1499257,20260428,1
1499257,20260429,1
1499257,20260430,1
1499258,20260420,1
1499258,20260421,1
1499258,20260422,1
1499258,20260423,1
1499258,20260424,1
1499258,20260427,1
1499258,20260428,1
1499258,20260429,1
1499258,20260430,1
1499259,20260420,1
1499259,20260421,1
1499259,20260422,1
1499259,20260423,1
1499259,20260424,1
1499259,20260427,1
1499259,20260428,1
1499259,20260429,1
1499259,20260430,1
1499260,20260420,1
1499260,20260421,1
1499260,20260422,1
1499260,20260423,1
1499260,20260424,1
1499260,20260427,1
1499260,20260428,1
1499260,20260429,1
1499260,20260430,1
1499261,20260420,1
1499261,20260421,1
1499261,20260422,1
1499261,20260423,1
1499261,20260424,1
1499261,20260427,1
1499261,20260428,1
1499261,20260429,1
1499261,20260430,1
1499262,20260420,1
1499262,20260421,1
1499262,20260422,1
1499262,20260423,1
1499262,20260424,1
1499262,20260427,1
1499262,20260428,1
1499262,20260429,1
1499262,20260430,1
1499263,20260420,1
1499263,20260421,1
1499263,20260422,1
1499263,20260423,1
1499263,20260424,1
1499263,20260427,1
1499263,20260428,1
1499263,20260429,1
1499263,20260430,1
1499264,20260420,1
1499264,20260421,1
1499264,20260422,1
1499264,20260423,1
1499264,20260424,1
1499264,20260427,1
1499264,20260428,1
1499264,20260429,1
1499264,20260430,1
1499265,20260420,1
1499265,20260421,1
1499265,20260422,1
1499265,20260423,1
1499265,20260424,1
1499265,20260427,1
1499265,20260428,1
1499265,20260429,1
1499265,20260430,1
1499266,20260420,1
1499266,20260421,1
1499266,20260422,1
